,Subjs,Block,Trial,Cond,tap,p1,p2,Asyns_c,Asyns_p1,Asyns_p2
0,0,0,0,D1,0,3.0,23.0,-1.0,2.0,22.0
1,0,0,0,D1,1,4.0,21.0,-7.0,-3.0,14.0
2,0,0,0,D1,2,3.0,21.0,-22.0,-19.0,-1.0
3,0,0,0,D1,3,3.0,22.0,-18.0,-15.0,4.0
4,0,0,0,D1,4,2.0,26.0,-12.0,-10.0,14.0
5,0,0,0,D1,5,2.0,24.0,-7.0,-5.0,17.0
6,0,0,0,D1,6,3.0,24.0,10.0,13.0,34.0
7,0,0,0,D1,7,3.0,23.0,5.0,8.0,28.0
8,0,0,0,D1,8,3.0,22.0,4.0,7.0,26.0
9,0,0,0,D1,9,4.0,23.0,-0.0,4.0,23.0
10,0,0,0,D1,10,3.0,25.0,13.0,16.0,38.0
11,0,0,0,D1,11,2.0,25.0,27.0,29.0,52.0
12,0,0,0,D1,12,3.0,24.0,-0.0,3.0,24.0
13,0,0,0,D1,13,3.0,24.0,4.0,7.0,28.0
14,0,0,0,D1,14,3.0,27.0,-26.0,-23.0,1.0
15,0,0,0,D1,15,3.0,24.0,-19.0,-16.0,5.0
16,0,0,0,D1,16,3.0,24.0,-23.0,-20.0,1.0
17,0,0,0,D1,17,4.0,23.0,-43.0,-39.0,-20.0
18,0,0,0,D1,18,4.0,13.0,-57.0,-53.0,-44.0
19,0,0,1,D1,0,3.0,22.0,12.0,15.0,34.0
20,0,0,1,D1,1,3.0,22.0,25.0,28.0,47.0
21,0,0,1,D1,2,2.0,21.0,2.0,4.0,23.0
22,0,0,1,D1,3,3.0,23.0,3.0,6.0,26.0
23,0,0,1,D1,4,3.0,23.0,-0.0,3.0,23.0
24,0,0,1,D1,5,3.0,25.0,-12.0,-9.0,13.0
25,0,0,1,D1,6,3.0,27.0,-32.0,-29.0,-5.0
26,0,0,1,D1,7,2.0,26.0,-24.0,-22.0,2.0
27,0,0,1,D1,8,3.0,21.0,-30.0,-27.0,-9.0
28,0,0,1,D1,9,3.0,22.0,6.0,9.0,28.0
29,0,0,1,D1,10,3.0,24.0,32.0,35.0,56.0
30,0,0,1,D1,11,3.0,12.0,8.0,11.0,20.0
31,0,0,1,D1,12,3.0,22.0,-22.0,-19.0,0.0
32,0,0,1,D1,13,3.0,21.0,-30.0,-27.0,-9.0
33,0,0,1,D1,14,3.0,21.0,-25.0,-22.0,-4.0
34,0,0,1,D1,15,3.0,15.0,-24.0,-21.0,-9.0
35,0,0,1,D1,16,3.0,22.0,-35.0,-32.0,-13.0
36,0,0,1,D1,17,3.0,24.0,-34.0,-31.0,-10.0
37,0,0,1,D1,18,2.0,23.0,-2.0,0.0,21.0
38,0,0,2,D2,0,9.0,75.0,-35.0,-26.0,40.0
39,0,0,2,D2,1,2.0,27.0,-18.0,-16.0,9.0
40,0,0,2,D2,2,3.0,27.0,-52.0,-49.0,-25.0
41,0,0,2,D2,3,3.0,31.0,-40.0,-37.0,-9.0
42,0,0,2,D2,4,12.0,23.0,-33.0,-21.0,-10.0
43,0,0,2,D2,5,3.0,27.0,-54.0,-51.0,-27.0
44,0,0,2,D2,6,2.0,25.0,-36.0,-34.0,-11.0
45,0,0,2,D2,7,3.0,25.0,-14.0,-11.0,11.0
46,0,0,2,D2,8,2.0,23.0,-50.0,-48.0,-27.0
47,0,0,2,D2,9,3.0,24.0,-56.0,-53.0,-32.0
48,0,0,2,D2,10,3.0,24.0,-55.0,-52.0,-31.0
49,0,0,2,D2,11,3.0,23.0,-59.0,-56.0,-36.0
50,0,0,2,D2,12,3.0,22.0,-59.0,-56.0,-37.0
51,0,0,2,D2,13,3.0,23.0,-89.0,-86.0,-66.0
52,0,0,2,D2,14,3.0,23.0,-71.0,-68.0,-48.0
53,0,0,2,D2,15,3.0,23.0,-36.0,-33.0,-13.0
54,0,0,2,D2,16,2.0,19.0,41.0,43.0,60.0
55,0,0,2,D2,17,2.0,21.0,19.0,21.0,40.0
56,0,0,2,D2,18,2.0,24.0,6.0,8.0,30.0
57,0,0,3,D2,0,3.0,24.0,-29.0,-26.0,-5.0
58,0,0,3,D2,1,2.0,25.0,-46.0,-44.0,-21.0
59,0,0,3,D2,2,2.0,22.0,-48.0,-46.0,-26.0
60,0,0,3,D2,3,3.0,24.0,-61.0,-58.0,-37.0
61,0,0,3,D2,4,2.0,23.0,-16.0,-14.0,7.0
62,0,0,3,D2,5,2.0,24.0,-75.0,-73.0,-51.0
63,0,0,3,D2,6,3.0,26.0,-15.0,-12.0,11.0
64,0,0,3,D2,7,2.0,18.0,-3.0,-1.0,15.0
65,0,0,3,D2,8,3.0,23.0,14.0,17.0,37.0
66,0,0,3,D2,9,2.0,22.0,-14.0,-12.0,8.0
67,0,0,3,D2,10,3.0,24.0,-10.0,-7.0,14.0
68,0,0,3,D2,11,2.0,22.0,-28.0,-26.0,-6.0
69,0,0,3,D2,12,4.0,24.0,-41.0,-37.0,-17.0
70,0,0,3,D2,13,2.0,25.0,-67.0,-65.0,-42.0
71,0,0,3,D2,14,2.0,24.0,-46.0,-44.0,-22.0
72,0,0,4,D1,0,17.0,34.0,-8.0,9.0,26.0
73,0,0,4,D1,1,4.0,24.0,8.0,12.0,32.0
74,0,0,4,D1,2,2.0,24.0,28.0,30.0,52.0
75,0,0,4,D1,3,5.0,23.0,11.0,16.0,34.0
76,0,0,4,D1,4,2.0,24.0,20.0,22.0,44.0
77,0,0,4,D1,5,2.0,25.0,20.0,22.0,45.0
78,0,0,4,D1,6,2.0,25.0,4.0,6.0,29.0
79,0,0,4,D1,7,3.0,24.0,4.0,7.0,28.0
80,0,0,4,D1,8,8.0,16.0,10.0,18.0,26.0
81,0,0,4,D1,9,3.0,25.0,13.0,16.0,38.0
82,0,0,4,D1,10,2.0,24.0,9.0,11.0,33.0
83,0,0,4,D1,11,2.0,25.0,4.0,6.0,29.0
84,0,0,4,D1,12,3.0,24.0,13.0,16.0,37.0
85,0,0,4,D1,13,3.0,23.0,-5.0,-2.0,18.0
86,0,0,4,D1,14,3.0,27.0,9.0,12.0,36.0
87,0,0,4,D1,15,3.0,26.0,5.0,8.0,31.0
88,0,0,4,D1,16,3.0,21.0,-10.0,-7.0,11.0
89,0,0,4,D1,17,2.0,26.0,-11.0,-9.0,15.0
90,0,0,4,D1,18,2.0,25.0,8.0,10.0,33.0
91,0,0,4,D1,19,3.0,26.0,8.0,11.0,34.0
92,0,0,5,D2,1,3.0,21.0,-14.0,-11.0,7.0
93,0,0,5,D2,2,3.0,27.0,-5.0,-2.0,22.0
94,0,0,5,D2,3,3.0,27.0,-43.0,-40.0,-16.0
95,0,0,5,D2,4,2.0,26.0,-74.0,-72.0,-48.0
96,0,0,5,D2,5,3.0,25.0,-8.0,-5.0,17.0
97,0,0,5,D2,6,3.0,25.0,-33.0,-30.0,-8.0
98,0,0,5,D2,7,3.0,25.0,-71.0,-68.0,-46.0
99,0,0,5,D2,8,3.0,24.0,15.0,18.0,39.0
100,0,0,5,D2,9,3.0,25.0,12.0,15.0,37.0
101,0,0,5,D2,10,3.0,14.0,-29.0,-26.0,-15.0
102,0,0,5,D2,11,3.0,26.0,-58.0,-55.0,-32.0
103,0,0,5,D2,12,3.0,22.0,3.0,6.0,25.0
104,0,0,5,D2,13,3.0,22.0,-20.0,-17.0,2.0
105,0,0,5,D2,14,3.0,25.0,-20.0,-17.0,5.0
106,0,0,5,D2,15,3.0,28.0,-47.0,-44.0,-19.0
107,0,0,5,D2,16,3.0,29.0,-27.0,-24.0,2.0
108,0,0,5,D2,17,3.0,27.0,-10.0,-7.0,17.0
109,0,0,5,D2,18,2.0,31.0,15.0,17.0,46.0
110,0,0,6,D2,0,2.0,25.0,-42.0,-40.0,-17.0
111,0,0,6,D2,1,3.0,25.0,-43.0,-40.0,-18.0
112,0,0,6,D2,2,3.0,25.0,-30.0,-27.0,-5.0
113,0,0,6,D2,3,3.0,22.0,-30.0,-27.0,-8.0
114,0,0,6,D2,4,3.0,23.0,2.0,5.0,25.0
115,0,0,6,D2,5,2.0,23.0,-5.0,-3.0,18.0
116,0,0,6,D2,6,3.0,25.0,7.0,10.0,32.0
117,0,0,6,D2,7,3.0,24.0,-61.0,-58.0,-37.0
118,0,0,6,D2,8,2.0,12.0,-47.0,-45.0,-35.0
119,0,0,6,D2,9,3.0,23.0,9.0,12.0,32.0
120,0,0,6,D2,10,2.0,24.0,8.0,10.0,32.0
121,0,0,6,D2,11,4.0,25.0,-47.0,-43.0,-22.0
122,0,0,6,D2,12,2.0,27.0,-29.0,-27.0,-2.0
123,0,0,7,D2,0,3.0,20.0,-50.0,-47.0,-30.0
124,0,0,7,D2,1,3.0,21.0,-30.0,-27.0,-9.0
125,0,0,7,D2,2,2.0,13.0,-12.0,-10.0,1.0
126,0,0,7,D2,3,3.0,21.0,22.0,25.0,43.0
127,0,0,7,D2,4,3.0,20.0,21.0,24.0,41.0
128,0,0,7,D2,5,3.0,19.0,17.0,20.0,36.0
129,0,0,7,D2,6,3.0,22.0,35.0,38.0,57.0
130,0,0,7,D2,7,2.0,18.0,48.0,50.0,66.0
131,0,0,7,D2,8,2.0,23.0,2.0,4.0,25.0
132,0,0,7,D2,9,2.0,20.0,23.0,25.0,43.0
133,0,0,7,D2,10,3.0,21.0,24.0,27.0,45.0
134,0,0,7,D2,11,3.0,23.0,-1.0,2.0,22.0
135,0,0,7,D2,12,3.0,21.0,-7.0,-4.0,14.0
136,0,0,7,D2,13,2.0,20.0,-26.0,-24.0,-6.0
137,0,0,7,D2,14,3.0,23.0,-27.0,-24.0,-4.0
138,0,0,7,D2,15,3.0,23.0,38.0,41.0,61.0
139,0,0,7,D2,16,3.0,23.0,4.0,7.0,27.0
140,0,0,7,D2,17,2.0,23.0,3.0,5.0,26.0
141,0,0,8,D1,0,3.0,22.0,8.0,11.0,30.0
142,0,0,8,D1,1,3.0,20.0,22.0,25.0,42.0
143,0,0,8,D1,2,3.0,20.0,14.0,17.0,34.0
144,0,0,8,D1,3,3.0,22.0,7.0,10.0,29.0
145,0,0,8,D1,4,3.0,20.0,1.0,4.0,21.0
146,0,0,8,D1,5,3.0,20.0,-4.0,-1.0,16.0
147,0,0,8,D1,6,4.0,19.0,59.0,63.0,78.0
148,0,0,8,D1,7,4.0,22.0,54.0,58.0,76.0
149,0,0,8,D1,8,3.0,22.0,39.0,42.0,61.0
150,0,0,8,D1,9,3.0,23.0,22.0,25.0,45.0
151,0,0,8,D1,10,3.0,24.0,15.0,18.0,39.0
152,0,0,8,D1,11,2.0,21.0,16.0,18.0,37.0
153,0,0,8,D1,12,3.0,22.0,51.0,54.0,73.0
154,0,0,8,D1,13,3.0,22.0,25.0,28.0,47.0
155,0,0,8,D1,14,3.0,21.0,11.0,14.0,32.0
156,0,0,8,D1,15,3.0,23.0,-13.0,-10.0,10.0
157,0,0,8,D1,16,3.0,21.0,-7.0,-4.0,14.0
158,0,0,8,D1,17,3.0,22.0,21.0,24.0,43.0
159,0,0,8,D1,18,3.0,21.0,15.0,18.0,36.0
160,0,0,8,D1,19,3.0,22.0,8.0,11.0,30.0
161,0,0,9,D1,0,3.0,22.0,12.0,15.0,34.0
162,0,0,9,D1,1,3.0,22.0,17.0,20.0,39.0
163,0,0,9,D1,2,3.0,23.0,-3.0,0.0,20.0
164,0,0,9,D1,3,3.0,22.0,7.0,10.0,29.0
165,0,0,9,D1,4,3.0,20.0,9.0,12.0,29.0
166,0,0,9,D1,5,3.0,22.0,3.0,6.0,25.0
167,0,0,9,D1,6,3.0,24.0,18.0,21.0,42.0
168,0,0,9,D1,7,5.0,14.0,-8.0,-3.0,6.0
169,0,0,9,D1,8,3.0,26.0,-19.0,-16.0,7.0
170,0,0,9,D1,9,2.0,26.0,21.0,23.0,47.0
171,0,0,9,D1,10,2.0,14.0,14.0,16.0,28.0
172,0,0,9,D1,11,3.0,25.0,10.0,13.0,35.0
173,0,0,9,D1,12,3.0,24.0,30.0,33.0,54.0
174,0,0,9,D1,13,3.0,15.0,73.0,76.0,88.0
175,0,0,9,D1,14,3.0,23.0,32.0,35.0,55.0
176,0,0,9,D1,15,2.0,23.0,32.0,34.0,55.0
177,0,0,9,D1,16,3.0,23.0,18.0,21.0,41.0
178,0,0,9,D1,17,3.0,25.0,34.0,37.0,59.0
179,0,0,9,D1,18,2.0,22.0,22.0,24.0,44.0
180,0,0,9,D1,19,3.0,23.0,28.0,31.0,51.0
181,0,0,10,D1,0,2.0,27.0,22.0,24.0,49.0
182,0,0,10,D1,1,2.0,26.0,22.0,24.0,48.0
183,0,0,10,D1,2,3.0,22.0,45.0,48.0,67.0
184,0,0,10,D1,3,3.0,23.0,-81.0,-78.0,-58.0
185,0,0,10,D1,4,3.0,23.0,-19.0,-16.0,4.0
186,0,0,10,D1,5,3.0,24.0,-9.0,-6.0,15.0
187,0,0,10,D1,6,3.0,20.0,11.0,14.0,31.0
188,0,0,10,D1,7,5.0,22.0,-49.0,-44.0,-27.0
189,0,0,10,D1,8,3.0,23.0,-50.0,-47.0,-27.0
190,0,0,10,D1,9,2.0,25.0,-65.0,-63.0,-40.0
191,0,0,10,D1,10,3.0,24.0,-33.0,-30.0,-9.0
192,0,0,10,D1,11,2.0,25.0,-3.0,-1.0,22.0
193,0,0,10,D1,12,3.0,24.0,6.0,9.0,30.0
194,0,0,10,D1,13,2.0,24.0,26.0,28.0,50.0
195,0,0,10,D1,14,2.0,17.0,43.0,45.0,60.0
196,0,0,10,D1,15,3.0,24.0,25.0,28.0,49.0
197,0,0,10,D1,16,2.0,23.0,57.0,59.0,80.0
198,0,0,11,D2,0,18.0,26.0,29.0,47.0,55.0
199,0,0,11,D2,1,2.0,22.0,3.0,5.0,25.0
200,0,0,11,D2,2,3.0,24.0,-4.0,-1.0,20.0
201,0,0,11,D2,3,3.0,27.0,-13.0,-10.0,14.0
202,0,0,11,D2,5,2.0,28.0,45.0,47.0,73.0
203,0,0,11,D2,6,3.0,24.0,23.0,26.0,47.0
204,0,0,11,D2,7,3.0,23.0,18.0,21.0,41.0
205,0,0,11,D2,8,3.0,22.0,-9.0,-6.0,13.0
206,0,0,11,D2,9,3.0,22.0,-41.0,-38.0,-19.0
207,0,0,11,D2,10,3.0,25.0,3.0,6.0,28.0
208,0,0,11,D2,11,2.0,26.0,-2.0,0.0,24.0
209,0,0,11,D2,12,2.0,23.0,18.0,20.0,41.0
210,0,0,11,D2,13,2.0,23.0,1.0,3.0,24.0
211,0,0,11,D2,14,3.0,22.0,-8.0,-5.0,14.0
212,0,0,11,D2,15,3.0,22.0,-4.0,-1.0,18.0
213,0,0,11,D2,16,3.0,23.0,-21.0,-18.0,2.0
214,0,0,11,D2,17,3.0,24.0,-25.0,-22.0,-1.0
215,0,0,12,D1,0,11.0,25.0,-16.0,-5.0,9.0
216,0,0,12,D1,1,2.0,24.0,21.0,23.0,45.0
217,0,0,12,D1,2,2.0,24.0,12.0,14.0,36.0
218,0,0,12,D1,3,3.0,22.0,-4.0,-1.0,18.0
219,0,0,12,D1,4,2.0,20.0,-5.0,-3.0,15.0
220,0,0,12,D1,5,2.0,21.0,3.0,5.0,24.0
221,0,0,12,D1,6,3.0,23.0,11.0,14.0,34.0
222,0,0,12,D1,7,3.0,22.0,20.0,23.0,42.0
223,0,0,12,D1,8,3.0,20.0,35.0,38.0,55.0
224,0,0,12,D1,9,3.0,20.0,30.0,33.0,50.0
225,0,0,12,D1,10,2.0,20.0,4.0,6.0,24.0
226,0,0,12,D1,11,3.0,19.0,-5.0,-2.0,14.0
227,0,0,12,D1,12,3.0,20.0,24.0,27.0,44.0
228,0,0,12,D1,13,2.0,22.0,24.0,26.0,46.0
229,0,0,12,D1,14,2.0,21.0,23.0,25.0,44.0
230,0,0,12,D1,15,3.0,23.0,46.0,49.0,69.0
231,0,0,12,D1,16,3.0,22.0,26.0,29.0,48.0
232,0,0,12,D1,17,2.0,21.0,-4.0,-2.0,17.0
233,0,0,12,D1,18,2.0,23.0,-3.0,-1.0,20.0
234,0,0,12,D1,19,3.0,22.0,20.0,23.0,42.0
235,0,1,0,M2,0,2.0,17.0,2.0,4.0,19.0
236,0,1,0,M2,1,2.0,15.0,59.0,61.0,74.0
237,0,1,0,M2,2,2.0,14.0,20.0,22.0,34.0
238,0,1,0,M2,3,2.0,16.0,9.0,11.0,25.0
239,0,1,0,M2,4,3.0,16.0,-28.0,-25.0,-12.0
240,0,1,0,M2,5,2.0,14.0,-14.0,-12.0,0.0
241,0,1,0,M2,6,2.0,15.0,-33.0,-31.0,-18.0
242,0,1,0,M2,7,2.0,15.0,-39.0,-37.0,-24.0
243,0,1,0,M2,8,3.0,15.0,-63.0,-60.0,-48.0
244,0,1,0,M2,9,2.0,15.0,-39.0,-37.0,-24.0
245,0,1,0,M2,10,2.0,14.0,-4.0,-2.0,10.0
246,0,1,0,M2,11,3.0,15.0,16.0,19.0,31.0
247,0,1,0,M2,12,2.0,13.0,-12.0,-10.0,1.0
248,0,1,0,M2,13,2.0,15.0,-32.0,-30.0,-17.0
249,0,1,0,M2,14,2.0,12.0,-21.0,-19.0,-9.0
250,0,1,0,M2,15,3.0,16.0,-11.0,-8.0,5.0
251,0,1,0,M2,16,3.0,17.0,-69.0,-66.0,-52.0
252,0,1,0,M2,17,3.0,15.0,-51.0,-48.0,-36.0
253,0,1,0,M2,18,2.0,14.0,-15.0,-13.0,-1.0
254,0,1,0,M2,19,2.0,15.0,-6.0,-4.0,9.0
255,0,1,1,M1,0,2.0,8.0,14.0,16.0,22.0
256,0,1,1,M1,1,2.0,15.0,34.0,36.0,49.0
257,0,1,1,M1,2,2.0,15.0,36.0,38.0,51.0
258,0,1,1,M1,3,2.0,14.0,32.0,34.0,46.0
259,0,1,1,M1,4,2.0,15.0,33.0,35.0,48.0
260,0,1,1,M1,5,2.0,13.0,14.0,16.0,27.0
261,0,1,1,M1,6,2.0,7.0,25.0,27.0,32.0
262,0,1,1,M1,7,2.0,14.0,16.0,18.0,30.0
263,0,1,1,M1,8,2.0,15.0,11.0,13.0,26.0
264,0,1,1,M1,9,2.0,14.0,9.0,11.0,23.0
265,0,1,1,M1,10,2.0,13.0,18.0,20.0,31.0
266,0,1,1,M1,11,2.0,13.0,20.0,22.0,33.0
267,0,1,1,M1,12,2.0,12.0,4.0,6.0,16.0
268,0,1,1,M1,13,3.0,14.0,5.0,8.0,19.0
269,0,1,1,M1,14,3.0,14.0,18.0,21.0,32.0
270,0,1,1,M1,15,3.0,15.0,25.0,28.0,40.0
271,0,1,1,M1,16,2.0,15.0,1.0,3.0,16.0
272,0,1,1,M1,17,2.0,15.0,12.0,14.0,27.0
273,0,1,1,M1,18,3.0,14.0,4.0,7.0,18.0
274,0,1,1,M1,19,3.0,16.0,-27.0,-24.0,-11.0
275,0,1,2,M1,0,2.0,14.0,16.0,18.0,30.0
276,0,1,2,M1,1,2.0,15.0,4.0,6.0,19.0
277,0,1,2,M1,2,2.0,15.0,5.0,7.0,20.0
278,0,1,2,M1,3,2.0,15.0,1.0,3.0,16.0
279,0,1,2,M1,4,3.0,14.0,30.0,33.0,44.0
280,0,1,2,M1,5,3.0,14.0,10.0,13.0,24.0
281,0,1,2,M1,6,3.0,15.0,-6.0,-3.0,9.0
282,0,1,2,M1,7,3.0,14.0,-3.0,0.0,11.0
283,0,1,2,M1,8,2.0,14.0,-12.0,-10.0,2.0
284,0,1,2,M1,9,2.0,15.0,-2.0,0.0,13.0
285,0,1,2,M1,10,2.0,13.0,13.0,15.0,26.0
286,0,1,2,M1,11,3.0,15.0,22.0,25.0,37.0
287,0,1,2,M1,12,2.0,15.0,7.0,9.0,22.0
288,0,1,2,M1,13,2.0,14.0,-1.0,1.0,13.0
289,0,1,2,M1,14,2.0,16.0,-5.0,-3.0,11.0
290,0,1,2,M1,15,2.0,17.0,-31.0,-29.0,-14.0
291,0,1,2,M1,16,2.0,16.0,-9.0,-7.0,7.0
292,0,1,2,M1,17,3.0,17.0,4.0,7.0,21.0
293,0,1,2,M1,18,2.0,16.0,-14.0,-12.0,2.0
294,0,1,3,M2,0,1.0,12.0,-2.0,-1.0,10.0
295,0,1,3,M2,1,3.0,15.0,-26.0,-23.0,-11.0
296,0,1,3,M2,2,4.0,13.0,-26.0,-22.0,-13.0
297,0,1,3,M2,3,3.0,16.0,-43.0,-40.0,-27.0
298,0,1,3,M2,4,2.0,15.0,-35.0,-33.0,-20.0
299,0,1,3,M2,5,3.0,15.0,-43.0,-40.0,-28.0
300,0,1,3,M2,6,3.0,15.0,-55.0,-52.0,-40.0
301,0,1,3,M2,7,2.0,13.0,-31.0,-29.0,-18.0
302,0,1,3,M2,8,3.0,15.0,-39.0,-36.0,-24.0
303,0,1,3,M2,9,3.0,13.0,-35.0,-32.0,-22.0
304,0,1,3,M2,10,3.0,14.0,-20.0,-17.0,-6.0
305,0,1,3,M2,11,3.0,14.0,-0.0,3.0,14.0
306,0,1,3,M2,12,2.0,14.0,21.0,23.0,35.0
307,0,1,3,M2,13,3.0,14.0,13.0,16.0,27.0
308,0,1,3,M2,14,3.0,15.0,-9.0,-6.0,6.0
309,0,1,3,M2,15,3.0,16.0,-52.0,-49.0,-36.0
310,0,1,3,M2,16,3.0,15.0,-26.0,-23.0,-11.0
311,0,1,3,M2,17,3.0,15.0,3.0,6.0,18.0
312,0,1,3,M2,18,3.0,14.0,16.0,19.0,30.0
313,0,1,4,M2,0,3.0,15.0,9.0,12.0,24.0
314,0,1,4,M2,1,3.0,14.0,9.0,12.0,23.0
315,0,1,4,M2,2,4.0,15.0,-10.0,-6.0,5.0
316,0,1,4,M2,3,3.0,15.0,-36.0,-33.0,-21.0
317,0,1,4,M2,4,3.0,17.0,-1.0,2.0,16.0
318,0,1,4,M2,5,3.0,15.0,48.0,51.0,63.0
319,0,1,4,M2,6,3.0,15.0,38.0,41.0,53.0
320,0,1,4,M2,7,3.0,13.0,24.0,27.0,37.0
321,0,1,4,M2,8,3.0,16.0,-5.0,-2.0,11.0
322,0,1,4,M2,9,2.0,15.0,8.0,10.0,23.0
323,0,1,4,M2,10,3.0,16.0,-13.0,-10.0,3.0
324,0,1,4,M2,11,3.0,17.0,-22.0,-19.0,-5.0
325,0,1,4,M2,12,3.0,17.0,-23.0,-20.0,-6.0
326,0,1,4,M2,14,2.0,15.0,-58.0,-56.0,-43.0
327,0,1,4,M2,15,3.0,16.0,-28.0,-25.0,-12.0
328,0,1,4,M2,16,2.0,15.0,-32.0,-30.0,-17.0
329,0,1,4,M2,17,3.0,14.0,-13.0,-10.0,1.0
330,0,1,5,M1,0,2.0,14.0,22.0,24.0,36.0
331,0,1,5,M1,1,3.0,15.0,15.0,18.0,30.0
332,0,1,5,M1,2,3.0,16.0,16.0,19.0,32.0
