,Subjs,Block,Trial,Cond,tap,p1,p2,Asyns_c,Asyns_p1,Asyns_p2
1640,1,2,8,D1,14,3.0,14.0,-11.0,-8.0,3.0
1641,1,2,8,D1,15,2.0,14.0,-5.0,-3.0,9.0
1642,1,2,8,D1,16,2.0,15.0,-1.0,1.0,14.0
1643,1,2,8,D1,17,2.0,20.0,15.0,17.0,35.0
1644,1,2,8,D1,18,3.0,14.0,12.0,15.0,26.0
1645,1,2,8,D1,19,3.0,14.0,3.0,6.0,17.0
1646,1,2,9,D1,0,3.0,16.0,8.0,11.0,24.0
1647,1,2,9,D1,1,2.0,15.0,-0.0,2.0,15.0
1648,1,2,9,D1,2,2.0,15.0,-5.0,-3.0,10.0
1649,1,2,9,D1,3,3.0,16.0,12.0,15.0,28.0
1650,1,2,9,D1,4,3.0,15.0,20.0,23.0,35.0
1651,1,2,9,D1,5,3.0,15.0,28.0,31.0,43.0
1652,1,2,9,D1,6,2.0,16.0,18.0,20.0,34.0
1653,1,2,9,D1,7,3.0,15.0,31.0,34.0,46.0
1654,1,2,9,D1,8,3.0,16.0,33.0,36.0,49.0
1655,1,2,9,D1,9,2.0,15.0,36.0,38.0,51.0
1656,1,2,9,D1,10,2.0,15.0,19.0,21.0,34.0
1657,1,2,9,D1,11,2.0,16.0,43.0,45.0,59.0
1658,1,2,9,D1,12,2.0,16.0,19.0,21.0,35.0
1659,1,2,9,D1,13,3.0,17.0,8.0,11.0,25.0
1660,1,2,9,D1,14,2.0,16.0,-8.0,-6.0,8.0
1661,1,2,9,D1,15,3.0,17.0,14.0,17.0,31.0
1662,1,2,9,D1,16,2.0,14.0,19.0,21.0,33.0
1663,1,2,9,D1,17,3.0,17.0,21.0,24.0,38.0
1664,1,2,9,D1,18,3.0,16.0,20.0,23.0,36.0
1665,1,2,10,D1,0,3.0,15.0,-24.0,-21.0,-9.0
1666,1,2,10,D1,1,2.0,16.0,-39.0,-37.0,-23.0
1667,1,2,10,D1,2,3.0,16.0,-53.0,-50.0,-37.0
1668,1,2,10,D1,3,3.0,15.0,-50.0,-47.0,-35.0
1669,1,2,10,D1,4,2.0,14.0,-38.0,-36.0,-24.0
1670,1,2,10,D1,5,2.0,16.0,-50.0,-48.0,-34.0
1671,1,2,10,D1,6,2.0,15.0,-9.0,-7.0,6.0
1672,1,2,10,D1,7,3.0,16.0,10.0,13.0,26.0
1673,1,2,10,D1,8,3.0,17.0,15.0,18.0,32.0
1674,1,2,10,D1,9,2.0,16.0,-10.0,-8.0,6.0
1675,1,2,10,D1,10,3.0,14.0,-24.0,-21.0,-10.0
1676,1,2,10,D1,11,3.0,16.0,-24.0,-21.0,-8.0
1677,1,2,10,D1,12,3.0,15.0,-7.0,-4.0,8.0
1678,1,2,10,D1,13,4.0,15.0,-20.0,-16.0,-5.0
1679,1,2,10,D1,14,4.0,14.0,-22.0,-18.0,-8.0
1680,1,2,10,D1,15,3.0,14.0,-14.0,-11.0,0.0
1681,1,2,10,D1,16,5.0,18.0,-20.0,-15.0,-2.0
1682,1,2,10,D1,17,3.0,16.0,-38.0,-35.0,-22.0
1683,1,2,11,D2,1,3.0,18.0,-1.0,2.0,17.0
1684,1,2,11,D2,2,2.0,15.0,19.0,21.0,34.0
1685,1,2,11,D2,3,2.0,16.0,-20.0,-18.0,-4.0
1686,1,2,11,D2,4,3.0,15.0,-9.0,-6.0,6.0
1687,1,2,11,D2,5,3.0,16.0,-57.0,-54.0,-41.0
1688,1,2,11,D2,6,3.0,15.0,-21.0,-18.0,-6.0
1689,1,2,11,D2,7,3.0,16.0,-32.0,-29.0,-16.0
1690,1,2,11,D2,8,3.0,17.0,-36.0,-33.0,-19.0
1691,1,2,11,D2,9,2.0,17.0,-32.0,-30.0,-15.0
1692,1,2,11,D2,10,2.0,15.0,-38.0,-36.0,-23.0
1693,1,2,11,D2,12,3.0,15.0,-28.0,-25.0,-13.0
1694,1,2,11,D2,13,3.0,15.0,-11.0,-8.0,4.0
1695,1,2,11,D2,14,3.0,16.0,-7.0,-4.0,9.0
1696,1,2,11,D2,15,3.0,16.0,-16.0,-13.0,0.0
1697,1,2,11,D2,16,3.0,15.0,-50.0,-47.0,-35.0
1698,1,2,11,D2,17,3.0,15.0,-30.0,-27.0,-15.0
1699,1,2,11,D2,18,3.0,16.0,-30.0,-27.0,-14.0
1700,1,2,11,D2,19,3.0,17.0,-63.0,-60.0,-46.0
1701,1,2,12,D2,0,3.0,15.0,21.0,24.0,36.0
1702,1,2,12,D2,1,3.0,13.0,10.0,13.0,23.0
1703,1,2,12,D2,2,3.0,16.0,-3.0,0.0,13.0
1704,1,2,12,D2,3,3.0,16.0,-12.0,-9.0,4.0
1705,1,2,12,D2,4,3.0,16.0,-15.0,-12.0,1.0
1706,1,2,12,D2,5,3.0,13.0,-5.0,-2.0,8.0
1707,1,2,12,D2,6,3.0,15.0,-16.0,-13.0,-1.0
1708,1,2,12,D2,7,3.0,16.0,-15.0,-12.0,1.0
1709,1,2,12,D2,8,3.0,14.0,-32.0,-29.0,-18.0
1710,1,2,12,D2,9,3.0,13.0,-42.0,-39.0,-29.0
1711,1,2,12,D2,10,2.0,14.0,-48.0,-46.0,-34.0
1712,1,2,12,D2,11,3.0,13.0,-33.0,-30.0,-20.0
1713,1,2,12,D2,12,3.0,15.0,-22.0,-19.0,-7.0
1714,1,2,12,D2,13,3.0,16.0,15.0,18.0,31.0
1715,1,2,12,D2,14,3.0,15.0,49.0,52.0,64.0
1716,1,2,12,D2,15,3.0,16.0,-5.0,-2.0,11.0
1717,1,2,12,D2,16,3.0,14.0,-11.0,-8.0,3.0
1718,1,2,12,D2,17,4.0,15.0,-12.0,-8.0,3.0
1719,1,2,12,D2,18,2.0,15.0,-15.0,-13.0,0.0
1720,1,2,12,D2,19,3.0,13.0,-14.0,-11.0,-1.0
1721,1,3,0,M1,0,2.0,17.0,15.0,17.0,32.0
1722,1,3,0,M1,1,3.0,19.0,44.0,47.0,63.0
1723,1,3,0,M1,2,3.0,18.0,20.0,23.0,38.0
1724,1,3,0,M1,3,2.0,19.0,-12.0,-10.0,7.0
1725,1,3,0,M1,4,3.0,20.0,-44.0,-41.0,-24.0
1726,1,3,0,M1,5,4.0,19.0,-14.0,-10.0,5.0
1727,1,3,0,M1,6,3.0,18.0,-21.0,-18.0,-3.0
1728,1,3,0,M1,7,3.0,18.0,28.0,31.0,46.0
1729,1,3,0,M1,8,3.0,19.0,11.0,14.0,30.0
1730,1,3,0,M1,9,3.0,19.0,8.0,11.0,27.0
1731,1,3,0,M1,10,3.0,19.0,-31.0,-28.0,-12.0
1732,1,3,0,M1,11,3.0,21.0,57.0,60.0,78.0
1733,1,3,0,M1,16,2.0,19.0,18.0,20.0,37.0
1734,1,3,0,M1,17,3.0,19.0,24.0,27.0,43.0
1735,1,3,0,M1,18,3.0,20.0,-13.0,-10.0,7.0
1736,1,3,0,M1,19,3.0,19.0,-7.0,-4.0,12.0
1737,1,3,0,M1,20,3.0,18.0,-15.0,-12.0,3.0
1738,1,3,0,M1,21,2.0,19.0,-3.0,-1.0,16.0
1739,1,3,1,M2,3,3.0,20.0,30.0,33.0,50.0
1740,1,3,1,M2,4,3.0,18.0,-28.0,-25.0,-10.0
1741,1,3,1,M2,5,2.0,19.0,-44.0,-42.0,-25.0
1742,1,3,1,M2,6,3.0,21.0,-19.0,-16.0,2.0
1743,1,3,1,M2,7,2.0,19.0,-13.0,-11.0,6.0
1744,1,3,1,M2,8,2.0,21.0,-27.0,-25.0,-6.0
1745,1,3,1,M2,9,2.0,20.0,-46.0,-44.0,-26.0
1746,1,3,1,M2,10,2.0,20.0,-24.0,-22.0,-4.0
1747,1,3,1,M2,11,3.0,18.0,-12.0,-9.0,6.0
1748,1,3,1,M2,12,2.0,21.0,-75.0,-73.0,-54.0
1749,1,3,1,M2,13,2.0,19.0,39.0,41.0,58.0
1750,1,3,1,M2,14,2.0,21.0,31.0,33.0,52.0
1751,1,3,1,M2,15,3.0,21.0,18.0,21.0,39.0
1752,1,3,1,M2,16,2.0,17.0,10.0,12.0,27.0
1753,1,3,1,M2,17,3.0,20.0,31.0,34.0,51.0
1754,1,3,1,M2,18,3.0,20.0,-8.0,-5.0,12.0
1755,1,3,1,M2,19,2.0,20.0,-32.0,-30.0,-12.0
1756,1,3,1,M2,20,2.0,20.0,-19.0,-17.0,1.0
1757,1,3,2,M1,0,3.0,17.0,-0.0,3.0,17.0
1758,1,3,2,M1,1,2.0,18.0,8.0,10.0,26.0
1759,1,3,2,M1,2,3.0,19.0,19.0,22.0,38.0
1760,1,3,2,M1,3,3.0,21.0,32.0,35.0,53.0
1761,1,3,2,M1,4,2.0,20.0,51.0,53.0,71.0
1762,1,3,2,M1,5,2.0,20.0,69.0,71.0,89.0
1763,1,3,2,M1,6,2.0,20.0,19.0,21.0,39.0
1764,1,3,2,M1,7,3.0,19.0,-15.0,-12.0,4.0
1765,1,3,2,M1,8,2.0,17.0,-10.0,-8.0,7.0
1766,1,3,2,M1,9,3.0,20.0,-25.0,-22.0,-5.0
1767,1,3,2,M1,10,3.0,18.0,5.0,8.0,23.0
1768,1,3,2,M1,11,3.0,19.0,26.0,29.0,45.0
1769,1,3,2,M1,12,3.0,18.0,-7.0,-4.0,11.0
1770,1,3,2,M1,13,3.0,18.0,-10.0,-7.0,8.0
1771,1,3,2,M1,14,2.0,18.0,-17.0,-15.0,1.0
1772,1,3,2,M1,15,3.0,18.0,-54.0,-51.0,-36.0
1773,1,3,2,M1,16,3.0,20.0,-46.0,-43.0,-26.0
1774,1,3,2,M1,17,2.0,20.0,-29.0,-27.0,-9.0
1775,1,3,2,M1,18,3.0,19.0,5.0,8.0,24.0
1776,1,3,2,M1,19,2.0,19.0,2.0,4.0,21.0
1777,1,3,3,M1,0,3.0,22.0,16.0,19.0,38.0
1778,1,3,3,M1,1,3.0,21.0,11.0,14.0,32.0
1779,1,3,3,M1,2,3.0,20.0,1.0,4.0,21.0
1780,1,3,3,M1,3,2.0,20.0,5.0,7.0,25.0
1781,1,3,3,M1,4,2.0,19.0,7.0,9.0,26.0
1782,1,3,3,M1,5,2.0,22.0,-3.0,-1.0,19.0
1783,1,3,3,M1,6,2.0,22.0,5.0,7.0,27.0
1784,1,3,3,M1,7,2.0,22.0,-6.0,-4.0,16.0
1785,1,3,3,M1,8,3.0,22.0,-9.0,-6.0,13.0
1786,1,3,3,M1,9,3.0,22.0,-23.0,-20.0,-1.0
1787,1,3,3,M1,10,3.0,23.0,-24.0,-21.0,-1.0
1788,1,3,3,M1,11,3.0,23.0,-7.0,-4.0,16.0
1789,1,3,3,M1,12,2.0,21.0,4.0,6.0,25.0
1790,1,3,3,M1,13,3.0,22.0,-8.0,-5.0,14.0
1791,1,3,3,M1,14,3.0,23.0,7.0,10.0,30.0
1792,1,3,3,M1,15,3.0,19.0,27.0,30.0,46.0
1793,1,3,3,M1,16,3.0,19.0,6.0,9.0,25.0
1794,1,3,3,M1,17,2.0,19.0,6.0,8.0,25.0
1795,1,3,3,M1,18,4.0,21.0,-8.0,-4.0,13.0
1796,1,3,3,M1,19,3.0,22.0,-3.0,0.0,19.0
1797,1,3,4,M1,0,3.0,22.0,6.0,9.0,28.0
1798,1,3,4,M1,1,3.0,21.0,-10.0,-7.0,11.0
1799,1,3,4,M1,2,2.0,20.0,-6.0,-4.0,14.0
1800,1,3,4,M1,3,3.0,21.0,33.0,36.0,54.0
1801,1,3,4,M1,4,2.0,21.0,-5.0,-3.0,16.0
1802,1,3,4,M1,5,2.0,21.0,-7.0,-5.0,14.0
1803,1,3,4,M1,6,3.0,21.0,-9.0,-6.0,12.0
1804,1,3,4,M1,7,2.0,22.0,-44.0,-42.0,-22.0
1805,1,3,4,M1,8,2.0,21.0,-36.0,-34.0,-15.0
1806,1,3,4,M1,9,2.0,22.0,-20.0,-18.0,2.0
1807,1,3,4,M1,10,3.0,23.0,-21.0,-18.0,2.0
1808,1,3,4,M1,11,3.0,19.0,-25.0,-22.0,-6.0
1809,1,3,4,M1,12,2.0,19.0,-26.0,-24.0,-7.0
1810,1,3,4,M1,13,3.0,21.0,-23.0,-20.0,-2.0
1811,1,3,4,M1,14,3.0,21.0,-13.0,-10.0,8.0
1812,1,3,4,M1,15,3.0,21.0,-2.0,1.0,19.0
1813,1,3,4,M1,16,3.0,22.0,15.0,18.0,37.0
1814,1,3,4,M1,17,3.0,19.0,-13.0,-10.0,6.0
1815,1,3,4,M1,18,2.0,19.0,-38.0,-36.0,-19.0
1816,1,3,4,M1,19,3.0,19.0,-25.0,-22.0,-6.0
1817,1,3,5,M2,0,1.0,19.0,-2.0,-1.0,17.0
1818,1,3,5,M2,1,2.0,20.0,-50.0,-48.0,-30.0
1819,1,3,5,M2,2,2.0,20.0,-42.0,-40.0,-22.0
1820,1,3,5,M2,3,3.0,20.0,-54.0,-51.0,-34.0
1821,1,3,5,M2,4,2.0,19.0,-33.0,-31.0,-14.0
1822,1,3,5,M2,5,3.0,22.0,-23.0,-20.0,-1.0
1823,1,3,5,M2,6,2.0,21.0,27.0,29.0,48.0
1824,1,3,5,M2,7,2.0,22.0,1.0,3.0,23.0
1825,1,3,5,M2,8,2.0,22.0,-20.0,-18.0,2.0
1826,1,3,5,M2,9,3.0,22.0,-74.0,-71.0,-52.0
1827,1,3,5,M2,10,2.0,20.0,-15.0,-13.0,5.0
1828,1,3,5,M2,11,2.0,22.0,-2.0,0.0,20.0
1829,1,3,5,M2,12,2.0,21.0,-9.0,-7.0,12.0
1830,1,3,5,M2,13,2.0,21.0,-2.0,0.0,19.0
1831,1,3,5,M2,14,2.0,21.0,-9.0,-7.0,12.0
1832,1,3,5,M2,15,3.0,21.0,9.0,12.0,30.0
1833,1,3,5,M2,16,3.0,21.0,-39.0,-36.0,-18.0
1834,1,3,5,M2,17,2.0,21.0,-28.0,-26.0,-7.0
1835,1,3,5,M2,18,2.0,21.0,-9.0,-7.0,12.0
1836,1,3,5,M2,19,2.0,21.0,-11.0,-9.0,10.0
1837,1,3,6,M2,0,2.0,23.0,46.0,48.0,69.0
1838,1,3,6,M2,2,2.0,22.0,-31.0,-29.0,-9.0
1839,1,3,6,M2,3,2.0,22.0,-23.0,-21.0,-1.0
1840,1,3,6,M2,4,3.0,23.0,31.0,34.0,54.0
1841,1,3,6,M2,5,2.0,22.0,11.0,13.0,33.0
1842,1,3,6,M2,6,2.0,22.0,-5.0,-3.0,17.0
1843,1,3,6,M2,7,3.0,14.0,-8.0,-5.0,6.0
1844,1,3,6,M2,8,2.0,24.0,-24.0,-22.0,0.0
1845,1,3,6,M2,9,2.0,11.0,-44.0,-42.0,-33.0
1846,1,3,6,M2,10,2.0,21.0,-10.0,-8.0,11.0
1847,1,3,6,M2,11,2.0,21.0,-25.0,-23.0,-4.0
1848,1,3,6,M2,12,3.0,21.0,28.0,31.0,49.0
1849,1,3,6,M2,13,2.0,23.0,-36.0,-34.0,-13.0
1850,1,3,6,M2,14,3.0,22.0,-18.0,-15.0,4.0
1851,1,3,6,M2,15,2.0,14.0,-48.0,-46.0,-34.0
1852,1,3,7,M1,0,19.0,25.0,13.0,32.0,38.0
1853,1,3,7,M1,1,2.0,22.0,-21.0,-19.0,1.0
1854,1,3,7,M1,2,2.0,22.0,-32.0,-30.0,-10.0
1855,1,3,7,M1,3,2.0,20.0,8.0,10.0,28.0
1856,1,3,7,M1,4,2.0,22.0,-9.0,-7.0,13.0
1857,1,3,7,M1,5,2.0,24.0,-24.0,-22.0,0.0
1858,1,3,7,M1,6,2.0,26.0,20.0,22.0,46.0
1859,1,3,7,M1,7,3.0,14.0,-4.0,-1.0,10.0
1860,1,3,7,M1,8,3.0,22.0,-37.0,-34.0,-15.0
1861,1,3,7,M1,9,3.0,23.0,-7.0,-4.0,16.0
1862,1,3,7,M1,10,2.0,23.0,-14.0,-12.0,9.0
1863,1,3,7,M1,11,2.0,20.0,44.0,46.0,64.0
1864,1,3,7,M1,12,2.0,23.0,10.0,12.0,33.0
1865,1,3,7,M1,13,3.0,22.0,-13.0,-10.0,9.0
1866,1,3,7,M1,14,3.0,21.0,-20.0,-17.0,1.0
1867,1,3,7,M1,15,2.0,20.0,24.0,26.0,44.0
1868,1,3,7,M1,16,3.0,21.0,-18.0,-15.0,3.0
1869,1,3,7,M1,17,2.0,21.0,-4.0,-2.0,17.0
1870,1,3,8,M1,0,3.0,20.0,15.0,18.0,35.0
1871,1,3,8,M1,1,3.0,22.0,37.0,40.0,59.0
1872,1,3,8,M1,2,4.0,22.0,16.0,20.0,38.0
1873,1,3,8,M1,3,3.0,21.0,-0.0,3.0,21.0
1874,1,3,8,M1,4,2.0,20.0,8.0,10.0,28.0
1875,1,3,8,M1,5,2.0,20.0,17.0,19.0,37.0
1876,1,3,8,M1,6,3.0,19.0,16.0,19.0,35.0
1877,1,3,8,M1,7,3.0,20.0,15.0,18.0,35.0
1878,1,3,8,M1,8,3.0,21.0,-6.0,-3.0,15.0
1879,1,3,8,M1,9,2.0,19.0,7.0,9.0,26.0
1880,1,3,8,M1,10,3.0,19.0,17.0,20.0,36.0
1881,1,3,8,M1,11,3.0,19.0,13.0,16.0,32.0
1882,1,3,8,M1,12,3.0,18.0,-13.0,-10.0,5.0
1883,1,3,8,M1,13,3.0,20.0,-23.0,-20.0,-3.0
1884,1,3,8,M1,14,3.0,22.0,-7.0,-4.0,15.0
1885,1,3,8,M1,15,3.0,20.0,-23.0,-20.0,-3.0
1886,1,3,8,M1,16,3.0,18.0,-9.0,-6.0,9.0
1887,1,3,8,M1,17,3.0,20.0,11.0,14.0,31.0
1888,1,3,8,M1,18,4.0,22.0,36.0,40.0,58.0
1889,1,3,8,M1,19,3.0,21.0,43.0,46.0,64.0
1890,1,3,9,M2,0,3.0,20.0,33.0,36.0,53.0
1891,1,3,9,M2,1,3.0,21.0,6.0,9.0,27.0
1892,1,3,9,M2,2,3.0,17.0,10.0,13.0,27.0
1893,1,3,9,M2,3,3.0,19.0,18.0,21.0,37.0
1894,1,3,9,M2,4,3.0,19.0,-5.0,-2.0,14.0
1895,1,3,9,M2,5,2.0,20.0,-4.0,-2.0,16.0
1896,1,3,9,M2,6,4.0,21.0,-27.0,-23.0,-6.0
1897,1,3,9,M2,7,2.0,18.0,-7.0,-5.0,11.0
1898,1,3,9,M2,8,3.0,20.0,-29.0,-26.0,-9.0
1899,1,3,9,M2,9,3.0,20.0,-36.0,-33.0,-16.0
1900,1,3,9,M2,10,4.0,22.0,-57.0,-53.0,-35.0
1901,1,3,9,M2,11,2.0,18.0,-9.0,-7.0,9.0
1902,1,3,9,M2,12,3.0,21.0,-20.0,-17.0,1.0
1903,1,3,9,M2,13,2.0,17.0,-6.0,-4.0,11.0
1904,1,3,9,M2,14,3.0,32.0,-40.0,-37.0,-8.0
1905,1,3,9,M2,15,3.0,17.0,-30.0,-27.0,-13.0
1906,1,3,9,M2,16,2.0,20.0,-26.0,-24.0,-6.0
1907,1,3,9,M2,17,2.0,16.0,24.0,26.0,40.0
1908,1,3,9,M2,18,3.0,19.0,28.0,31.0,47.0
1909,1,3,10,M2,0,3.0,24.0,1.0,4.0,25.0
1910,1,3,10,M2,1,2.0,22.0,-38.0,-36.0,-16.0
1911,1,3,10,M2,2,2.0,20.0,-2.0,0.0,18.0
1912,1,3,10,M2,3,2.0,22.0,19.0,21.0,41.0
1913,1,3,10,M2,4,2.0,23.0,20.0,22.0,43.0
1914,1,3,10,M2,5,3.0,22.0,-12.0,-9.0,10.0
1915,1,3,10,M2,6,3.0,24.0,-34.0,-31.0,-10.0
1916,1,3,10,M2,7,3.0,22.0,-27.0,-24.0,-5.0
1917,1,3,10,M2,8,3.0,20.0,2.0,5.0,22.0
1918,1,3,10,M2,9,3.0,22.0,35.0,38.0,57.0
1919,1,3,10,M2,10,3.0,21.0,-8.0,-5.0,13.0
1920,1,3,10,M2,11,3.0,20.0,-39.0,-36.0,-19.0
1921,1,3,10,M2,12,2.0,25.0,-4.0,-2.0,21.0
1922,1,3,10,M2,13,2.0,13.0,-14.0,-12.0,-1.0
1923,1,3,10,M2,14,3.0,22.0,-41.0,-38.0,-19.0
1924,1,3,10,M2,15,3.0,20.0,-32.0,-29.0,-12.0
1925,1,3,10,M2,16,3.0,22.0,-55.0,-52.0,-33.0
1926,1,3,10,M2,17,2.0,19.0,-23.0,-21.0,-4.0
1927,1,3,10,M2,18,2.0,24.0,-44.0,-42.0,-20.0
1928,1,3,10,M2,19,3.0,20.0,-39.0,-36.0,-19.0
1929,1,3,11,M2,0,6.0,77.0,-25.0,-19.0,52.0
1930,1,3,11,M2,1,3.0,20.0,-26.0,-23.0,-6.0
1931,1,3,11,M2,2,3.0,21.0,-5.0,-2.0,16.0
1932,1,3,11,M2,3,2.0,22.0,-2.0,0.0,20.0
1933,1,3,11,M2,4,3.0,22.0,8.0,11.0,30.0
1934,1,3,11,M2,5,3.0,22.0,18.0,21.0,40.0
1935,1,3,11,M2,6,2.0,24.0,-14.0,-12.0,10.0
1936,1,3,11,M2,7,3.0,22.0,-23.0,-20.0,-1.0
1937,1,3,11,M2,8,2.0,21.0,-7.0,-5.0,14.0
1938,1,3,11,M2,9,3.0,21.0,-28.0,-25.0,-7.0
1939,1,3,11,M2,10,2.0,23.0,5.0,7.0,28.0
1940,1,3,11,M2,11,2.0,22.0,9.0,11.0,31.0
1941,1,3,11,M2,12,3.0,22.0,10.0,13.0,32.0
1942,1,3,11,M2,13,3.0,20.0,32.0,35.0,52.0
1943,1,3,11,M2,14,3.0,24.0,9.0,12.0,33.0
1944,1,3,11,M2,15,3.0,21.0,-8.0,-5.0,13.0
1945,1,3,11,M2,16,3.0,22.0,-29.0,-26.0,-7.0
1946,1,3,11,M2,17,3.0,21.0,-11.0,-8.0,10.0
1947,1,3,11,M2,18,3.0,20.0,-22.0,-19.0,-2.0
1948,1,3,12,M1,0,3.0,21.0,-12.0,-9.0,9.0
1949,1,3,12,M1,1,2.0,25.0,-27.0,-25.0,-2.0
1950,1,3,12,M1,2,2.0,23.0,-24.0,-22.0,-1.0
1951,1,3,12,M1,3,2.0,25.0,-21.0,-19.0,4.0
1952,1,3,12,M1,4,2.0,23.0,-3.0,-1.0,20.0
1953,1,3,12,M1,6,2.0,22.0,19.0,21.0,41.0
1954,1,3,12,M1,7,2.0,21.0,-2.0,0.0,19.0
1955,1,3,12,M1,8,2.0,21.0,-15.0,-13.0,6.0
1956,1,3,12,M1,9,3.0,19.0,31.0,34.0,50.0
1957,1,3,12,M1,10,3.0,21.0,49.0,52.0,70.0
1958,1,3,12,M1,11,3.0,23.0,37.0,40.0,60.0
1959,1,3,12,M1,12,2.0,21.0,-5.0,-3.0,16.0
1960,1,3,12,M1,13,3.0,21.0,-32.0,-29.0,-11.0
1961,1,3,12,M1,15,3.0,19.0,-19.0,-16.0,0.0
